Cross_section,Test_Type,Sustained Loading,W (mm),D (mm),L (mm),Side Cover (mm),Bottom Cover (mm),Top Cover (mm),Reinforcement_Design,Tension Ratio (%),Comp Ratio (%),Longitudinal_Type,End_Anchorage,fy (MPa),fsu (MPa),Stirrup_Type,Volumetric Ratio,Cement_Type,W/C Ratio,fc (MPa),Corrosion_Method,Cathode_Type,Lc (mm),Icorr,Duration (days),Solution Concentration,Immersion Depth (mm),Wet_Dry_Ratio,Mass Loss (%),Sample Length (mm),Shear Span (mm),M_max_exp,ln(M_max_exp)
S,SS-FPB-MONO,0,150,150,1100,46,46,40,T_C,1.005,0.447,D,H-180,491.23,582.82,D,0.419,OPC,0.45,40.9,IC,External stainless steel plate,1100,3000,6,5,40,N/A,18.6,1100,350,9,2.196668867
S,SS-FPB-MONO,0,150,150,1100,46,46,40,T_C,1.005,0.447,D,H-180,491.23,582.82,D,0.419,OPC,0.45,40.9,IC,External stainless steel plate,1100,3000,6,5,40,N/A,18.6,1100,350,13.32,2.589407421
S,SS-FPB-MONO,0,150,150,1100,46,46,40,T_C,1.005,0.447,D,H-180,494.42,586.6,D,0.419,OPC,0.45,40.9,IC,External stainless steel plate,1100,2000,8,5,40,N/A,18,1100,350,8.96,2.192770227
S,SS-FPB-MONO,0,150,150,1100,46,46,40,T_C,1.005,0.447,D,H-180,494.42,586.6,D,0.419,OPC,0.45,40.9,IC,External stainless steel plate,1100,2000,8,5,40,N/A,18,1100,350,7.98,2.076938411
S,SS-FPB-MONO,0,150,150,1100,46,46,40,T_C,1.005,0.447,D,H-180,480.08,569.59,D,0.419,OPC,0.45,37.7,IC,External stainless steel plate,1100,3000,8,5,40,N/A,20.7,1100,350,7.61,2.029791633
S,SS-FPB-MONO,0,150,150,1100,46,46,40,T_C,1.005,0.447,D,H-180,480.08,569.59,D,0.419,OPC,0.45,37.7,IC,External stainless steel plate,1100,3000,8,5,40,N/A,20.7,1100,350,8.79,2.173045722
R,SS_FPB_MONO,0,150,200,2100,36,36,26,T_C,5.362,0.754,D,S,498,604,D,0.447,OPC,0.65,48.5,C,Control,0,0,0,0,0,N/A,0,0,750,67.5,4.212127598
R,SS_FPB_MONO,0,150,200,2100,36,36,26,T_C,5.362,0.754,D,S,498,604,D,0.447,OPC,0.65,37.2,C,Control,0,0,0,0,0,N/A,0,0,750,60.19,4.09746469
R,SS_FPB_MONO,0,150,200,2100,36,36,26,T_C,5.362,0.754,D,S,487.24,590.95,D,0.447,OPC,0.65,43.8,IC,External stainless steel plate,600,900,60,3.5,75,N/A,2.4,600,750,65.59,4.183385129
R,SS_FPB_MONO,0,150,200,2100,36,36,26,T_C,5.362,0.754,D,S,472.9,573.56,D,0.447,OPC,0.65,37.6,IC,External stainless steel plate,600,250,60,3.5,75,N/A,5.6,600,750,47.44,3.859413055
R,SS_FPB_MONO,0,150,200,2100,28,28,26,T_C,2.681,0.754,D,S,529,627,D,0.447,OPC,0.65,48.1,C,Control,0,0,0,0,0,N/A,0,0,750,59.73,4.089834407
R,SS_FPB_MONO,0,150,200,2100,28,28,26,T_C,2.681,0.754,D,S,512.81,607.81,D,0.447,OPC,0.65,48.6,IC,External stainless steel plate,600,450,60,3.5,75,N/A,3.4,600,750,56.79,4.039294219
R,SS_FPB_MONO,0,150,200,2100,28,28,26,T_C,2.681,0.754,D,S,497.58,589.76,D,0.447,OPC,0.65,48.6,IC,External stainless steel plate,600,450,90,3.5,75,N/A,6.6,600,750,50.96,3.931090068
R,SS_FPB_MONO,0,150,200,2100,28,28,26,T_C,2.681,0.754,D,S,479.96,568.88,D,0.447,OPC,0.65,48.6,IC,External stainless steel plate,600,450,120,3.5,75,N/A,10.3,600,750,48.98,3.891309964
R,SS_FPB_MONO,0,150,200,2100,28,28,24,T_C,1.34,0.335,D,S,529,627,D,0.447,OPC,0.65,35.7,C,Control,0,0,0,0,0,N/A,0,0,750,31.16,3.439215449
R,SS_FPB_MONO,0,150,200,2100,28,28,24,T_C,1.34,0.335,D,S,487.1,577.34,D,0.447,OPC,0.65,35.7,IC,External stainless steel plate,600,450,60,3.5,75,N/A,8.8,600,750,29.03,3.368157528
R,SS_FPB_MONO,0,150,200,2100,26,26,24,T_C,0.754,0.335,D,S,489,595,D,0.447,OPC,0.65,35.8,C,Control,0,0,0,0,0,N/A,0,0,750,19.69,2.979983917
R,SS_FPB_MONO,0,150,200,2100,26,26,24,T_C,0.754,0.335,D,S,440.15,535.56,D,0.447,OPC,0.65,44.5,IC,External stainless steel plate,600,350,60,3.5,75,N/A,11.1,600,750,17.81,2.879900458
R,SS_FPB_MONO,0,150,200,2100,26,26,26,T_C,0.754,0.754,D,S,489,595,D,0.447,OPC,0.65,47.1,C,Control,0,0,0,0,0,N/A,0,0,750,19.69,2.980110893
R,SS_FPB_MONO,0,150,200,2100,26,26,26,T_C,0.754,0.754,D,S,489,595,D,0.447,OPC,0.65,34.4,C,Control,0,0,0,0,0,N/A,0,0,750,19.69,2.979983917
R,SS_FPB_MONO,0,150,200,2100,26,26,26,T_C,0.754,0.754,D,S,444.11,540.38,D,0.447,OPC,0.65,47.1,IC,External stainless steel plate,600,350,60,3.5,75,N/A,10.2,600,750,16.05,2.77570885
R,SS_FPB_MONO,0,150,200,2100,26,26,26,T_C,0.754,0.754,P,S,385,539,D,0.447,OPC,0.65,35.2,C,Control,0,0,0,0,0,N/A,0,0,750,14.06,2.64351168
R,SS_FPB_MONO,0,150,200,2100,26,26,26,T_C,0.754,0.754,P,S,348.62,488.06,D,0.447,OPC,0.65,35.2,IC,External stainless steel plate,600,350,60,3.5,75,N/A,10.5,600,750,13.03,2.567350319
R,SS_TPB_MONO,0,100,150,1500,50,25,0,ST,0.524,0,D,S,415,664,N/A,0,OPC,0.5,27,C,Control,0,0,0,0,0,N/A,0,0,750,4.35,1.470175845
R,SS_TPB_MONO,0,100,150,1500,50,25,0,ST,0.524,0,D,S,415,664,N/A,0,OPC,0.5,27,C,Control,0,0,0,0,0,N/A,0,0,750,4.8,1.568615918
R,SS_TPB_MONO,0,100,150,1500,50,25,0,ST,0.524,0,D,S,380.49,608.78,N/A,0,OPC,0.5,27,IC,External steel plate,1500,80,40,3.5,1,N/A,9.24,1500,750,2.96,1.086033506
R,SS_TPB_MONO,0,100,150,1500,50,25,0,ST,0.524,0,D,S,355.61,568.98,N/A,0,OPC,0.5,27,IC,External steel plate,1500,80,80,3.5,1,N/A,15.9,1500,750,1.61,0.47778577
R,SS_TPB_MONO,0,100,150,1500,50,25,0,ST,0.524,0,D,S,353,564.8,N/A,0,OPC,0.5,27,IC,External steel plate,1500,80,80,3.5,1,N/A,16.6,1500,750,2.14,0.759636922
R,SS_TPB_MONO,0,100,150,1500,50,25,0,ST,0.524,0,D,S,374.66,599.46,N/A,0,OPC,0.5,27,IC,External steel plate,1500,80,40,3.5,1,N/A,10.8,1500,750,3.3,1.193922468
R,SS_TPB_MONO,0,100,150,1500,50,25,0,ST,0.524,0,D,S,378.4,605.44,N/A,0,OPC,0.5,27,IC,External steel plate,1500,80,40,3.5,1,N/A,9.8,1500,750,3.45,1.238374231
R,SS_TPB_MONO,0,100,150,1500,50,25,0,ST,0.524,0,D,S,343.29,549.26,N/A,0,OPC,0.5,27,IC,External steel plate,1500,80,80,3.5,1,N/A,19.2,1500,750,2.63,0.965080896
R,SS_TPB_MONO,0,100,150,1500,50,25,0,ST,0.524,0,D,S,349.64,559.42,N/A,0,OPC,0.5,27,IC,External steel plate,1500,80,80,3.5,1,N/A,17.5,1500,750,2.44,0.890972924
R,SS_TPB_MONO,0,100,150,1500,50,25,0,ST,0.524,0,D,S,306.31,490.1,N/A,0,OPC,0.5,27,IC,External steel plate,1500,80,200,3.5,1,N/A,29.1,1500,750,1.16,0.150572858
R,SS_TPB_MONO,0,100,150,1500,50,25,0,ST,0.524,0,D,S,415,664,N/A,0,OPC,0.5,27,C,Control,0,0,0,0,0,N/A,0,0,750,4.35,1.470175845
R,SS_TPB_MONO,0,150,200,1250,25,25,25,T_C,0.524,0.524,P,S,342.7,387.3,P,0.302,OPC,0.43,43.2,C,Control,0,0,0,0,0,N/A,0,0,500,10.58,2.358492725
R,SS_TPB_MONO,0,150,200,1250,25,25,25,T_C,0.524,0.524,P,S,316.18,357.32,P,0.302,OPC,0.43,43.2,IC,External stainless steel bars,1250,60,130,3,75,N/A,8.6,400,500,12.95,2.561095788
R,SS_TPB_MONO,0,150,200,1250,25,25,25,T_C,0.524,0.524,P,S,307.23,347.21,P,0.302,OPC,0.43,43.2,IC,External stainless steel bars,1250,60,130,3,75,N/A,11.5,400,500,13.28,2.585882567
R,SS_TPB_MONO,0,150,200,2275,28,28,24,T_C,2.011,0.335,P,S,261,387.3,P,0.302,OPC,0.43,43.2,C,Control,0,0,0,0,0,N/A,0,0,450,25.62,3.243209349
R,SS_TPB_MONO,0,150,200,2275,28,28,24,T_C,2.011,0.335,P,S,243.15,360.81,P,0.302,OPC,0.43,43.2,IC,External stainless steel bars,2275,60,130,3,75,N/A,7.6,400,450,27.15,3.301553826
R,SS_TPB_MONO,0,150,200,2275,28,28,24,T_C,2.011,0.335,P,S,261,387.3,P,0.302,OPC,0.43,43.2,C,Control,0,0,0,0,0,N/A,0,0,450,29.03,3.368483872
R,SS_TPB_MONO,0,150,200,2275,28,28,24,T_C,2.011,0.335,P,S,244.32,362.55,P,0.302,OPC,0.43,43.2,IC,External stainless steel bars,2275,60,130,3,75,N/A,7.1,400,450,32.24,3.4731018
R,SS_TPB_MONO,0,150,200,2275,28,28,24,T_C,2.011,0.335,P,S,243.15,360.81,P,0.302,OPC,0.43,43.2,IC,External stainless steel bars,2275,60,130,3,75,N/A,7.6,400,450,32.24,3.4731018
R,SS_CONT_TPB_MONO,0,150,200,4250,25,25,25,T_C,0.524,0.524,P,S,342.7,461.7,P,0.302,OPC,0.43,43.2,C,Control,0,0,0,0,0,N/A,0,0,900,26.24,3.26712034
R,SS_CONT_TPB_MONO,0,150,200,4250,25,25,25,T_C,0.524,0.524,P,S,318.33,428.87,P,0.302,OPC,0.43,43.2,IC,External stainless steel bars,750,60,130,3,75,N/A,7.9,400,900,27.03,3.296884442
R,SS_CONT_TPB_MONO,0,150,200,4250,25,25,25,T_C,0.524,0.524,P,S,321.11,432.61,P,0.302,OPC,0.43,43.2,IC,External stainless steel bars,750,60,130,3,75,N/A,7,400,900,28.38,3.345534951
R,SS_CONT_TPB_MONO,0,150,200,4250,25,25,25,T_C,0.524,0.524,P,S,342.7,461.7,P,0.302,OPC,0.43,43.2,C,Control,0,0,0,0,0,N/A,0,0,900,29.01,3.367635298
R,SS_CONT_TPB_MONO,0,150,200,4250,25,25,25,T_C,0.524,0.524,P,S,329.13,443.42,P,0.302,OPC,0.43,43.2,IC,External stainless steel bars,750,60,65,3,75,N/A,4.4,400,900,28.69,3.356646177
R,SS_FPB_MONO,0,200,215,1100,48,48,29,T_C,0.935,0.234,D,H-180,593,700,P,0.628,OPC,0.45,28,C,Control,0,0,0,0,0,N/A,0,0,350,32.43,3.479006828
R,SS_FPB_MONO,0,200,215,1100,48,48,29,T_C,0.935,0.234,D,H-180,593,700,P,0.628,OPC,0.45,28,C,Control,0,0,0,0,0,N/A,0,0,350,32.2,3.471966453
R,SS_FPB_MONO,0,200,215,1100,48,48,29,T_C,0.935,0.234,D,H-180,574.32,677.95,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1770,6,5,120,N/A,3.5,155.32,350,31.5,3.449987546
R,SS_FPB_MONO,0,200,215,1100,48,48,29,T_C,0.935,0.234,D,H-180,560.98,662.2,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1770,10,5,120,N/A,6,156.41,350,28.21,3.339676525
R,SS_FPB_MONO,0,200,215,1100,48,48,29,T_C,0.935,0.234,D,H-180,570.96,673.98,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1770,4,5,120,N/A,4.13,154.75,350,18.38,2.911263117
R,SS_FPB_MONO,0,200,215,1100,48,48,29,T_C,0.935,0.234,D,H-180,508.41,600.15,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1770,14,5,120,N/A,15.85,156.3,350,22.49,3.112959599
R,SS_FPB_MONO,0,200,215,1100,48,48,29,T_C,0.935,0.234,D,H-180,577.26,681.42,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1770,10,5,120,N/A,2.95,156.46,350,31.19,3.43993721
R,SS_FPB_MONO,0,200,215,1100,48,48,29,T_C,0.935,0.234,D,H-180,508.52,600.27,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1770,14,5,120,N/A,15.83,156.25,350,17.27,2.849115641
R,SS_FPB_MONO,0,200,265,1100,48,48,29,T_C,0.759,0.19,D,H-180,593,700,P,0.628,OPC,0.45,28,C,Control,0,0,0,0,0,N/A,0,0,350,38.19,3.642442768
R,SS_FPB_MONO,0,200,265,1100,48,48,29,T_C,0.759,0.19,D,H-180,593,700,P,0.628,OPC,0.45,28,C,Control,0,0,0,0,0,N/A,0,0,350,46.2,3.832979798
R,SS_FPB_MONO,0,200,265,1100,48,48,29,T_C,0.759,0.19,D,H-180,529.92,625.53,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1780,10,5,120,N/A,11.82,189.08,350,36.52,3.597928509
R,SS_FPB_MONO,0,200,265,1100,48,48,29,T_C,0.759,0.19,D,H-180,540.38,637.88,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1780,8,5,120,N/A,9.86,190.12,350,40.92,3.711496744
R,SS_FPB_MONO,0,200,265,1100,48,48,29,T_C,0.759,0.19,D,H-180,492.98,581.94,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1780,15,5,120,N/A,18.74,188.7,350,24.29,3.190064743
R,SS_FPB_MONO,0,200,265,1100,48,48,29,T_C,0.759,0.19,D,H-180,499.44,589.56,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1780,15,5,120,N/A,17.53,190.54,350,24.69,3.206499554
R,SS_FPB_MONO,0,200,265,1100,48,48,29,T_C,0.759,0.19,D,H-180,456.75,539.16,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1780,20,5,120,N/A,25.53,189.69,350,26.85,3.290079584
R,SS_FPB_MONO,0,200,265,1100,48,48,29,T_C,0.759,0.19,D,H-180,455.25,537.4,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1780,20,5,120,N/A,25.81,189.85,350,20.97,3.042854381
R,SS_FPB_MONO,0,200,315,1100,48,48,29,T_C,0.638,0.16,D,H-180,593,700,P,0.628,OPC,0.45,28,C,Control,0,0,0,0,0,N/A,0,0,350,58.24,4.064572404
R,SS_FPB_MONO,0,200,315,1100,48,48,29,T_C,0.638,0.16,D,H-180,593,700,P,0.628,OPC,0.45,28,C,Control,0,0,0,0,0,N/A,0,0,350,58.24,4.064572404
R,SS_FPB_MONO,0,200,315,1100,48,48,29,T_C,0.638,0.16,D,H-180,521.8,615.96,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1860,10,5,120,N/A,13.34,189.85,350,37.52,3.624874124
R,SS_FPB_MONO,0,200,315,1100,48,48,29,T_C,0.638,0.16,D,H-180,497.73,587.55,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1860,15,5,120,N/A,17.85,189.7,350,36.02,3.583935518
R,SS_FPB_MONO,0,200,315,1100,48,48,29,T_C,0.638,0.16,D,H-180,560.87,662.07,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1860,5,5,120,N/A,6.02,183.93,350,52.34,3.957808661
R,SS_FPB_MONO,0,200,315,1100,48,48,29,T_C,0.638,0.16,D,H-180,561.83,663.21,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1860,4,5,120,N/A,5.84,185.41,350,55.35,4.013721825
R,SS_FPB_MONO,0,200,315,1100,48,48,29,T_C,0.638,0.16,D,H-180,452.69,534.37,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1860,20,5,120,N/A,26.29,188.45,350,35.79,3.57759867
R,SS_FPB_MONO,0,200,315,1100,48,48,29,T_C,0.638,0.16,D,H-180,568.29,670.83,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1860,3,5,120,N/A,4.63,184.36,350,57.51,4.051871901
R,SS_FPB_MONO,0,200,215,1100,49,49,29,T_C,1.184,0.234,D,H-180,575,690,P,0.628,OPC,0.45,28,C,Control,0,0,0,0,0,N/A,0,0,350,37.82,3.632771958
R,SS_FPB_MONO,0,200,215,1100,49,49,29,T_C,1.184,0.234,D,H-180,575,690,P,0.628,OPC,0.45,28,C,Control,0,0,0,0,0,N/A,0,0,350,44.03,3.78487122
R,SS_FPB_MONO,0,200,215,1100,49,49,29,T_C,1.184,0.234,D,H-180,547.68,657.21,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1740,6,5,120,N/A,5.28,158.02,350,33.79,3.520238884
R,SS_FPB_MONO,0,200,215,1100,49,49,29,T_C,1.184,0.234,D,H-180,526.36,631.63,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1740,10,5,120,N/A,9.4,158.15,350,22.33,3.105931066
R,SS_FPB_MONO,0,200,215,1100,49,49,29,T_C,1.184,0.234,D,H-180,516.68,620.01,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1740,12,5,120,N/A,11.27,158.5,350,22.52,3.11451481
R,SS_FPB_MONO,0,200,215,1100,49,49,29,T_C,1.184,0.234,D,H-180,511.55,613.87,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1740,13,5,120,N/A,12.26,188.65,350,22.91,3.131464368
R,SS_FPB_MONO,0,200,215,1100,49,49,29,T_C,1.184,0.234,D,H-180,471.03,565.24,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1740,20,5,120,N/A,20.09,189.62,350,18.88,2.938235567
R,SS_FPB_MONO,0,200,215,1100,49,49,29,T_C,1.184,0.234,D,H-180,466.01,559.22,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1740,20,5,120,N/A,21.06,190.25,350,16.12,2.779905638
R,SS_FPB_MONO,0,200,265,1100,49,49,29,T_C,0.96,0.19,D,H-180,575,690,P,0.628,OPC,0.45,28,C,Control,0,0,0,0,0,N/A,0,0,350,57.98,4.060055004
R,SS_FPB_MONO,0,200,265,1100,49,49,29,T_C,0.96,0.19,D,H-180,575,690,P,0.628,OPC,0.45,28,C,Control,0,0,0,0,0,N/A,0,0,350,44.12,3.786856529
R,SS_FPB_MONO,0,200,265,1100,49,49,29,T_C,0.96,0.19,D,H-180,527.91,633.49,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1750,10,5,120,N/A,9.1,189.54,350,31.26,3.442179363
R,SS_FPB_MONO,0,200,265,1100,49,49,29,T_C,0.96,0.19,D,H-180,525.68,630.82,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1750,10,5,120,N/A,9.53,188.97,350,38.13,3.641066937
R,SS_FPB_MONO,0,200,265,1100,49,49,29,T_C,0.96,0.19,D,H-180,525.68,630.82,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1750,15,5,120,N/A,9.53,184.29,350,29.89,3.397523976
R,SS_FPB_MONO,0,200,265,1100,49,49,29,T_C,0.96,0.19,D,H-180,545.19,654.23,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1750,10,5,120,N/A,5.76,184.77,350,41.02,3.714059753
R,SS_FPB_MONO,0,200,265,1100,49,49,29,T_C,0.96,0.19,D,H-180,501.62,601.94,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1750,20,5,120,N/A,14.18,183.93,350,51.91,3.949415125
R,SS_FPB_MONO,0,200,265,1100,49,49,29,T_C,0.96,0.19,D,H-180,482.89,579.46,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1750,20,5,120,N/A,17.8,185.2,350,25.31,3.231002005
R,SS_FPB_MONO,0,200,315,1100,49,49,29,T_C,0.808,0.16,D,H-180,575,690,P,0.628,OPC,0.45,28,C,Control,0,0,0,0,0,N/A,0,0,350,63.81,4.155831557
R,SS_FPB_MONO,0,200,315,1100,49,49,29,T_C,0.808,0.16,D,H-180,575,690,P,0.628,OPC,0.45,28,C,Control,0,0,0,0,0,N/A,0,0,350,71.42,4.268542937
R,SS_FPB_MONO,0,200,315,1100,49,49,29,T_C,0.808,0.16,D,H-180,545.66,654.79,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1820,6,5,120,N/A,5.67,183.55,350,59.12,4.079484699
R,SS_FPB_MONO,0,200,315,1100,49,49,29,T_C,0.808,0.16,D,H-180,567.81,681.37,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1820,2,5,120,N/A,1.39,183.55,350,65.98,4.189275882
R,SS_FPB_MONO,0,200,315,1100,49,49,29,T_C,0.808,0.16,D,H-180,550.73,660.88,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1820,5,5,120,N/A,4.69,183.9,350,57.61,4.053696164
R,SS_FPB_MONO,0,200,315,1100,49,49,29,T_C,0.808,0.16,D,H-180,522.84,627.4,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1820,15,5,120,N/A,10.08,187.4,350,37.1,3.61361697
R,SS_FPB_MONO,0,200,315,1100,49,49,29,T_C,0.808,0.16,D,H-180,557.56,669.07,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1820,4,5,120,N/A,3.37,183.8,350,48.7,3.885730363
R,SS_FPB_MONO,0,200,315,1100,49,49,29,T_C,0.808,0.16,D,H-180,471.4,565.68,P,0.628,OPC,0.45,28,IC,External stainless steel plate,1100,1820,20,5,120,N/A,20.02,189.35,350,35.39,3.566288002
R,SS_TPB_MONO,0,150,200,2200,31,31,30,T_C,0.754,0.524,D,S,350,520,P,0.251,OPC,0.55,28.6,C,Control,0,0,0,0,0,N/A,0,0,1000,18.85,2.936512914
R,SS_TPB_MONO,0,150,200,2200,31,31,30,T_C,0.754,0.524,D,S,329.53,489.58,P,0.251,OPC,0.55,28.6,IC,External copper plate,2200,1000,9.4,5,80,N/A,6.5,400,1000,19.2,2.954910279
R,SS_TPB_MONO,0,150,200,2200,31,31,30,T_C,0.754,0.524,D,S,305.59,454.01,P,0.251,OPC,0.55,28.6,IC,External copper plate,2200,1000,18.8,5,80,N/A,14.1,400,1000,18.65,2.925846146
R,SS_TPB_MONO,0,150,200,2200,31,31,30,T_C,0.754,0.524,D,S,247.63,367.9,P,0.251,OPC,0.55,28.6,IC,External copper plate,2200,1000,28.2,5,80,N/A,32.5,400,1000,15.3,2.727852828
R,SS_TPB_MONO,0,150,200,2200,33,33,30,T_C,1.34,0.524,D,S,350,520,P,0.251,OPC,0.55,30,C,Control,0,0,0,0,0,N/A,0,0,1000,35.83,3.578785531
R,SS_TPB_MONO,0,150,200,2200,33,33,30,T_C,1.34,0.524,D,S,323.54,480.69,P,0.251,OPC,0.55,30,IC,External copper plate,2200,1000,12.5,5,80,N/A,8.4,400,1000,28.5,3.349904087
R,SS_TPB_MONO,0,150,200,2200,33,33,30,T_C,1.34,0.524,D,S,317.56,471.8,P,0.251,OPC,0.55,30,IC,External copper plate,2200,1000,25.1,5,80,N/A,10.3,400,1000,29.05,3.369018483
R,SS_TPB_MONO,0,150,200,2200,33,33,30,T_C,1.34,0.524,D,S,283.85,421.72,P,0.251,OPC,0.55,30,IC,External copper plate,2200,1000,37.6,5,80,N/A,21,400,1000,24.9,3.214867803
R,SS_TPB_MONO,0,150,200,2200,32,32,30,T_C,1.026,0.524,D,S,380,580,P,0.251,OPC,0.55,24.1,C,Control,0,0,0,0,0,N/A,0,0,1000,35.45,3.568123253
R,SS_TPB_MONO,0,150,200,2200,32,32,30,T_C,1.026,0.524,D,S,358.8,547.64,P,0.251,OPC,0.55,24.1,IC,External copper plate,2200,200,54.5,5,80,N/A,6.2,400,1000,32.3,3.47506723
R,SS_TPB_MONO,0,150,200,2200,32,32,30,T_C,1.026,0.524,D,S,329.38,502.74,P,0.251,OPC,0.55,24.1,IC,External copper plate,2200,200,108.9,5,80,N/A,14.8,400,1000,10.05,2.307572635
R,SS_TPB_MONO,0,150,200,2200,32,32,30,T_C,1.026,0.524,D,S,290.4,443.24,P,0.251,OPC,0.55,24.1,IC,External copper plate,2200,200,163.3,5,80,N/A,26.2,400,1000,23.1,3.139832618
R,SS_FPB_MONO,0,240,200,2100,60,40,0,ST,1.257,0,D,S,369,523,N/A,0,OPC,0.6,30.8,C,Control,0,0,0,0,0,N/A,0,0,725,34.4,3.538092901
R,SS_FPB_MONO,0,240,200,2100,60,40,0,ST,1.257,0,D,S,281.33,398.74,N/A,0,OPC,0.6,36.2,IC ,External copper plate,2100,1800,6.9,5,200,N/A,26.4,420,725,16.64,2.811734312
R,SS_FPB_MONO,0,240,200,2100,60,40,0,ST,1.257,0,D,S,369,523,D,0.295,OPC,0.6,27,C,Control,0,0,0,0,0,N/A,0,0,725,33.1,3.499419983
R,SS_FPB_MONO,0,240,200,2100,60,40,0,ST,1.257,0,D,S,356.71,505.58,D,0.295,OPC,0.6,29.6,IC ,External copper plate,2100,500,4.3,5,200,N/A,3.7,50,725,27.91,3.329074617
R,SS_FPB_MONO,0,240,200,2100,60,40,0,ST,1.257,0,D,S,319.85,453.34,D,0.295,OPC,0.6,26.5,IC ,External copper plate,2100,500,8.5,5,200,N/A,14.8,50,725,20.99,3.04398658
R,SS_FPB_MONO,0,240,200,2100,60,40,0,ST,1.257,0,D,S,308.23,436.86,D,0.295,OPC,0.6,27.2,IC ,External copper plate,2100,500,17.1,5,200,N/A,18.3,50,725,20.55,3.023043406
R,SS_FPB_MONO,0,240,200,2100,60,40,0,ST,1.257,0,D,S,333.13,472.16,D,0.147,PCT3,0.6,33.5,IC ,External copper plate,2100,900,5.3,5,200,N/A,10.8,50,725,28.2,3.339410626
R,SS_FPB_MONO,0,240,200,2100,60,40,0,ST,1.257,0,D,S,369,523,D,0.147,OPC,0.6,32.4,C,Control,0,0,0,0,0,N/A,0,0,725,33.28,3.504881493
R,SS_FPB_MONO,0,240,200,2100,60,40,0,ST,1.257,0,D,S,333.8,473.11,D,0.147,PCT3,0.6,34.9,IC ,External copper plate,2100,1000,4.3,5,200,N/A,10.6,50,725,27.44,3.312047356
R,SS_FPB_MONO,0,240,200,2100,60,40,0,ST,1.257,0,D,S,369,523,N/A,0,OPC,0.6,30.3,C,Control,0,0,0,0,0,N/A,0,0,725,33.13,3.500514674
R,SS_FPB_MONO,0,240,200,2100,60,40,0,ST,1.257,0,D,S,298.26,422.74,N/A,0,OPC,0.6,34.2,IC ,External copper plate,2100,1500,5.7,5,200,N/A,21.3,50,725,24.87,3.21356173
R,SS_TPB_MONO_SUST,80,150,280,3000,56,56,52,T_C,0.957,0.239,D,S,548.59,620.9,D,0.305,OPC-HP,0.5,65.3,C,Control,0,0,0,0,0,N/A,0,0,1430,52.6,3.962764598
R,SS_TPB_MONO_SUST,80,150,280,3000,56,56,52,T_C,0.957,0.239,D,S,736.83,768.55,D,0.305,OPC-HP,0.5,63.3,EI,N/A,3000,1.8,9496,3.5,200,7:07,38.53,300,1430,43.47,3.772117053
R,SS_FPB_MONO,0,100,200,2100,26.5,26.5,23,T_C,1.327,0.283,D,H-180,345,490,P,0.565,OPC,0.67,21.7,C,Control,0,0,0,0,0,N/A,0,0,700,18.38,2.910991045
R,SS_FPB_MONO,0,100,200,2100,26.5,26.5,23,T_C,1.327,0.283,D,H-180,338.79,481.18,P,0.565,OPC,0.67,23.2,EI,N/A,2100,3.4,610,3,200,N/A,2,250,700,16.49,2.802450877
